"Timestamp","Full Name ","College Email ","Personal Email id ","Current Year of study","Course","Branch","Passout Year ","HSM (Humanities & Management) subjects you have taken (if any)  ","PEC (Program Elective) subjects you have taken (if any)","MDM (Multidisciplinary Minor) courses you have taken (if any)","CC / LLC (Co-curricular) courses you have taken (if any)","Skills (Select upto 8)","Interests (Select top 3)","No of Projects Built","Project Details (Eg. Project 1. ToDo List App- React, Node.js, JS)","Anything you want to share ? (Carrer goals, Achievements)",""
"2026/04/14 08:27:20 PM GMT+5:30","Vedant Jadhav","vedant.jadhav25977@spit.ac.in","vedantjadhav8628@gmail.com","1st year","B.Tech","Computer Science and Engineering","2029","N/A","NA","IOT","Fire safety","App / Web development;C++;Deep learning;React;Java;C;IOT;JavaScript","AI/ML;Competitive Programming;UI/UX design;Data Science","1-3","Project 1: Doubt solving forum - React, Node.js, MongoDB","NA","Data analytics"
"2026/04/21 01:50:48 AM GMT+5:30","Mihika Iyer","mihika.iyer23485@spit.ac.in","mihikaiyer4160@gmail.com","3rd year","B.Tech","Computer Engineering","2027","NA","NA","N/A","Abhyudaya Mentoring","SQL;MongoDB;React;Java;IOT;Deep learning;DevOps;Cybersecurity","CyberSecurity;App development;UI/UX design;Data Science;Web Development","3-8","Project 1: Resume screening assistant - Spring Boot, MySQL | Project 2: Threat detection prototype - Python, Flask, SQLite | Project 3: Portfolio website - React, Node.js, MongoDB","Interested in internships where I can work on real products.","Web Development"
"2026/04/12 12:56:24 AM GMT+5:30","Vedant Mehta","vedant.mehta24044@spit.ac.in","vedantmehta5786@proton.me","2nd year","B.Tech","Computer Engineering","2028","NA","-","Entrepreneurship","Design Thinking","IOT;Deep learning;App / Web development;SQL","AI/ML;App development;Competitive Programming","1-3","Project 1: Portfolio website - React Native, Firebase | Project 2: Resume screening assistant - React, Node.js, MongoDB","N/A","Project planning"
"2026/04/08 03:05:18 AM GMT+5:30","Mihika Kanase","mihika.kanase23666@spit.ac.in","mihikakanase4576@outlook.com","3rd year","B.Tech","Computer Engineering","2027","Psychology","Cyber Security","N/A","NA","JavaScript;DevOps;SQL;Python;C++;Java;Deep learning","AI/ML;Competitive Programming;Web Development;UI/UX design","3-8","Project 1: Community event app - Python, Flask, SQLite | Project 2: Library recommender - React, Node.js, MongoDB | Project 3: Threat detection prototype - Django, PostgreSQL","Planning to explore cybersecurity competitions this year.","DSA"
"2026/04/11 02:54:31 AM GMT+5:30","Sarthak Anand","sarthak.anand23125@spit.ac.in","sarthakanand3302@outlook.com","3rd year","B.Tech","Computer Science and Engineering","2027","-","Data Analytics","NA","AOL","DevOps;SQL;Machine Learning;MongoDB;App / Web development;C++;Java;Cybersecurity","App development;Competitive Programming;Data Science;UI/UX design;CyberSecurity","3-8","Project 1: Doubt solving forum - Django, PostgreSQL | Project 2: Community event app - Django, PostgreSQL | Project 3: Doubt solving forum - Spring Boot, MySQL","Preparing for product-based company placements.","Data analytics"
"2026/04/07 06:56:21 AM GMT+5:30","Yash Salvi","yash.salvi25971@spit.ac.in","yashsalvi8511@yahoo.com","1st year","B.Tech","Computer Engineering","2029","-","N/A","Financial Literacy","Design Thinking","Java;IOT;App / Web development;Deep learning;DevOps;React;C","App development;Web Development;UI/UX design","1-3","Project 1: Community event app - Spring Boot, MySQL | Project 2: Resume screening assistant - React Native, Firebase","Interested in full-stack development and scalable systems.","Career guidance"
"2026/04/06 07:54:06 PM GMT+5:30","Yash Mathpati","yash.mathpati24305@spit.ac.in","yashmathpati7440@gmail.com","2nd year","B.Tech","Computer Science and Engineering","2028","Sociology","Cyber Security","IOT","Fire safety","DevOps;React;MongoDB;Java;Cybersecurity","Blockchain;App development;AI/ML;Competitive Programming;Data Science","1-3","Project 1: Canteen preorder system - React Native, Firebase","NA","Web Development"
"2026/04/09 11:35:10 PM GMT+5:30","Riya Kanase","riya.kanase23957@spit.ac.in","riyakanase9474@yahoo.com","3rd year","B.Tech","Computer Engineering","2027","Sociology","Data Analytics","IOT","AOL","SQL;Python;Cybersecurity;Deep learning;React;C;Machine Learning","Competitive Programming;Blockchain;AI/ML;CyberSecurity","8-15","Project 1: Campus navigation app - React Native, Firebase | Project 2: Doubt solving forum - Python, Flask, SQLite | Project 3: Library recommender - Python, Flask, SQLite | Project 4: Hostel issue tracker - Python, Flask, SQLite","Aiming for strong backend and system design skills.","-"
"2026/04/07 05:19:15 PM GMT+5:30","Tanish Kale","tanish.kale25846@spit.ac.in","tanishkale1956@outlook.com","1st year","B.Tech","Computer Engineering","2029","Economics","Cloud Computing","IOT","Theatre","Machine Learning;C;Cybersecurity;DevOps;Java;React","Blockchain;Competitive Programming;App development;CyberSecurity","1-3","Project 1: Portfolio website - Django, PostgreSQL","-","Web Development"
"2026/04/13 09:57:39 AM GMT+5:30","Bhumi Rathod","bhumi.rathod25487@spit.ac.in","bhumirathod282@yahoo.com","1st year","B.Tech","Computer Engineering","2029","N/A","Data Analytics","NA","Yoga","App / Web development;Cybersecurity;Deep learning;DevOps;Python","Web Development;Competitive Programming;App development;CyberSecurity;UI/UX design","1-3","Project 1: Doubt solving forum - Next.js, Express | Project 2: Exam prep planner - React, Node.js, MongoDB","Interested in full-stack development and scalable systems.","N/A"
"2026/04/08 05:26:19 PM GMT+5:30","Aditi Kadam","aditi.kadam25794@spit.ac.in","aditikadam7736@gmail.com","1st year","B.Tech","Computer Engineering","2029","N/A","Software Testing","NA","NA","Machine Learning;React;App / Web development;DevOps;JavaScript","Competitive Programming;Data Science;App development;AI/ML;CyberSecurity","1-3","Project 1: Exam prep planner - Python, Flask, SQLite | Project 2: Canteen preorder system - Next.js, Express","Focused on building impactful AI projects and research exposure.","Career guidance"
"2026/04/14 10:49:54 PM GMT+5:30","Sana Rathod","sana.rathod25125@spit.ac.in","sanarathod9405@proton.me","1st year","B.Tech","Computer Science and Engineering","2029","Ethics","NA","IOT","AOL","App / Web development;JavaScript;DevOps;SQL;Python;Deep learning","CyberSecurity;Blockchain;App development;Web Development;Competitive Programming","3-8","Project 1: Resume screening assistant - Spring Boot, MySQL | Project 2: Exam prep planner - React, Node.js, MongoDB | Project 3: Community event app - Django, PostgreSQL | Project 4: Exam prep planner - Next.js, Express","N/A","Project planning"
